1	1405	1512	2	2	0	0	1	13
1	6761	6891	2	2	1	214	0	25
1	6956	9557	2	2	1	202	8	25
1	6956	9589	2	2	0	1	0	14
1	6956	10080	2	2	0	1	0	13
1	9695	10080	2	2	1	292	0	25
1	10192	11549	2	2	1	53	0	24
1	11626	11750	2	2	1	1	0	5
1	12522	12794	1	1	1	2	0	10
1	12954	13033	1	1	1	2	0	19
1	13668	14031	1	1	1	1	0	21
1	14191	14289	1	1	1	2	0	20
1	14403	14698	1	1	1	1	0	7
1	15138	15351	1	1	1	4	0	24
1	15428	15675	1	1	1	2	0	21
1	19713	19805	1	1	1	1	0	17
1	19889	20024	1	1	1	1	0	13
1	20526	20659	1	1	1	1	0	14
1	22196	41389	1	1	0	1	0	21
1	22290	22364	1	1	1	1	0	17
1	22523	22613	1	1	1	1	0	3
1	27956	29800	1	1	1	7	0	24
1	30173	31228	1	1	1	5	0	23
1	31295	31399	1	1	1	2	0	20
1	31526	31658	1	1	1	8	0	24
1	31741	31813	1	1	1	1	0	6
1	31906	32109	1	1	1	2	0	18
1	32244	32377	1	3	1	1	0	14
1	32484	32982	1	1	1	2	0	23
1	33142	33505	1	1	1	3	0	22
1	33580	34120	1	1	1	5	0	21
1	36879	37983	1	1	1	1	0	22
1	38222	38492	1	1	1	1	0	25
1	38645	38757	1	1	1	2	0	19
1	38877	38980	1	1	1	6	0	16
1	40062	40318	2	2	1	4	0	16
1	40440	40796	2	2	1	2	0	10
1	40985	41250	2	2	1	4	0	24
1	41573	41933	2	2	1	4	0	21
1	42089	42172	2	2	1	1	0	14
1	42257	42478	2	2	1	7	0	21
1	42702	43287	2	2	1	4	0	20
1	42702	44331	2	2	1	1	0	3
1	43431	43632	2	2	1	1	0	13
1	43431	44331	2	2	1	1	0	21
1	45551	45787	2	2	1	2	0	12
1	46372	47420	2	2	1	1	0	21
1	47550	47660	2	2	1	1	0	11
1	47808	47952	2	2	1	2	0	3
1	48073	48434	2	2	1	4	0	24
1	51675	51776	1	3	0	0	1	15
1	59545	86077	2	2	0	1	0	12
1	67549	67620	2	2	1	4	0	23
1	67754	67833	2	2	1	4	0	13
1	67951	68048	2	2	1	7	0	19
1	68214	68861	2	2	1	9	0	25
1	69076	69270	2	2	1	10	0	24
1	69441	70871	2	2	0	1	0	19
1	69444	71432	2	2	1	1	0	15
1	152406	152662	2	2	1	11	0	25
1	152787	152865	2	2	1	8	0	25
1	152992	153153	2	2	1	5	1	25
1	153228	153451	2	2	1	6	0	21
1	153553	153771	2	2	1	2	0	10
1	153914	154085	2	2	1	5	0	22
1	154162	154355	2	2	1	3	0	20
1	154460	154605	2	2	1	10	0	23
1	154661	154760	2	2	1	6	0	16
1	154803	154900	2	6	1	2	0	5
1	154967	155881	2	2	1	1	0	21
1	155956	156159	2	2	1	5	0	11
1	156250	156339	2	2	1	4	1	24
1	156421	157473	2	2	1	1	0	8
1	156734	157265	2	2	0	1	0	19
1	158137	160185	1	1	1	4	0	17
1	160302	160728	1	1	1	2	0	12
1	161076	161168	1	1	1	2	0	17
1	161243	161342	1	1	1	4	0	23
1	162370	162506	1	1	1	3	0	11
1	162626	162727	1	1	1	2	0	7
1	162921	163098	1	1	1	1	0	4
1	163204	164115	1	1	1	3	0	14
1	164227	164437	1	1	1	1	0	15
1	167024	167306	1	1	1	3	0	22
1	167480	167688	1	1	0	1	0	21
1	167842	168079	1	1	0	1	0	14
1	176809	177016	1	1	0	0	1	18
1	176937	177016	1	1	0	0	1	18
1	186455	186842	2	2	1	1	0	18
1	190217	191710	2	2	1	1	0	10
1	209307	210262	2	2	1	2	0	5
1	210360	210733	2	2	1	1	0	3
1	210817	211526	2	2	1	2	0	20
1	211658	212015	2	2	1	2	0	24
1	213207	214820	2	2	1	1	0	19
1	218911	219287	1	1	1	2	0	21
1	219468	220971	1	1	1	1	0	4
1	221400	221462	1	1	1	1	0	22
1	221556	221676	1	1	1	2	0	12
1	222564	222677	1	1	1	1	0	15
1	222829	223506	1	1	1	2	0	21
1	224224	224993	1	1	1	1	0	21
1	227379	230294	1	1	1	1	0	21
1	230375	232964	1	1	1	17	0	25
1	233026	234084	1	1	1	7	0	22
1	234195	235302	1	1	1	5	0	23
1	235404	236208	1	1	1	10	0	19
1	236375	236815	1	1	1	12	0	24
1	236963	237096	1	1	1	18	0	24
1	237166	237272	1	1	1	14	0	22
1	237425	238007	1	1	1	4	0	24
1	238175	238626	1	1	1	5	0	19
1	238679	241280	1	1	1	1	0	5
1	260147	260877	1	1	1	8	0	24
1	260985	262698	1	1	1	4	0	23
1	262789	263434	1	1	1	10	0	25
1	263554	264300	1	1	1	6	0	15
1	264421	264494	1	1	1	6	0	22
1	264577	264800	1	1	1	8	1	24
1	264869	264982	1	1	1	9	0	23
1	265058	265794	1	1	1	3	0	23
1	265847	266480	1	1	1	7	0	19
1	266569	266935	1	1	1	6	0	25
1	267066	267255	1	1	1	15	0	23
1	267376	267899	1	1	1	4	0	21
1	268053	268686	1	1	1	10	0	21
1	268835	269303	1	1	1	5	0	23
1	269404	269572	1	1	1	2	0	19
1	269931	270286	1	1	1	8	0	23
1	270344	270437	1	1	1	10	0	22
1	270648	271012	1	1	1	14	0	23
1	271088	271590	1	1	1	4	0	10
1	271660	271758	1	1	1	4	0	21
1	271891	272114	1	1	1	10	0	23
1	272293	273578	1	1	1	8	0	19
1	273725	273806	1	1	1	1	0	12
1	274080	274441	1	1	1	0	1	4
1	274655	275337	1	1	1	9	0	24
1	275479	276136	1	1	1	2	0	16
1	276338	276816	1	1	1	3	0	22
1	276919	277007	1	1	1	13	0	23
1	277092	277588	1	1	1	10	0	19
1	277862	278219	1	1	1	5	1	17
1	278433	278718	1	1	1	10	0	20
1	278788	279737	1	1	1	5	0	10
1	279794	282864	1	1	0	0	1	14
1	279822	280233	1	1	1	3	0	22
1	280357	280517	1	1	1	5	0	18
1	280710	281043	1	1	1	3	1	24
1	281245	281586	1	1	1	7	0	19
1	281245	282712	1	1	0	0	4	18
1	281779	282712	1	1	1	0	4	18
1	282893	283298	1	1	1	10	1	23
1	283479	283841	1	1	1	7	0	23
1	283980	285261	1	1	1	5	0	19
1	285355	285643	1	1	1	2	0	12
1	285728	286029	1	1	1	9	0	16
1	286147	286347	1	1	1	2	0	24
1	286516	287083	1	1	1	2	0	5
1	287186	287850	1	1	1	9	0	23
1	287932	288108	1	1	1	5	0	18
1	288211	288294	1	1	1	8	2	24
1	288478	288770	1	1	1	10	0	23
1	288987	289462	1	1	1	5	0	16
1	289670	290260	1	1	1	7	0	22
1	290465	290845	1	1	1	7	0	24
1	290993	291653	1	1	1	6	0	23
1	291767	292544	1	1	1	8	0	18
1	292643	293398	1	1	1	12	0	21
1	293505	293855	1	1	1	11	0	22
1	294137	295600	1	1	1	2	0	21
1	316227	317590	2	2	1	1	0	12
1	319417	320859	2	2	1	1	0	22
1	321299	323451	2	2	1	1	0	16
1	323574	323836	2	2	1	1	0	18
1	323963	326014	2	2	1	3	0	16
1	330217	333110	2	2	1	1	0	9
1	333174	333252	2	2	1	3	0	20
1	333278	337907	2	2	1	3	0	14
1	344384	344484	2	2	1	5	0	13
1	344622	345665	2	2	1	1	0	12
1	346139	347925	2	2	1	4	0	21
1	348113	348329	2	2	1	4	0	15
1	349382	350047	2	2	1	3	0	23
1	350174	350783	2	2	1	3	0	21
1	350907	351083	2	2	1	4	0	23
1	360497	361283	2	2	1	4	0	11
1	361388	361558	2	2	1	1	0	13
1	361768	361922	2	2	1	2	0	7
1	362006	362422	2	2	1	2	0	15
1	362530	365188	2	2	1	2	0	17
1	365263	365342	2	2	1	2	0	24
1	365897	366546	2	2	1	1	0	23
1	369428	369498	2	2	1	1	0	25
1	369614	369940	2	2	1	1	0	7
1	370748	371543	2	2	1	2	0	18
1	372459	377186	2	2	1	1	0	21
1	377260	378929	2	2	1	1	0	12
1	379011	385143	2	2	1	3	0	16
1	388791	391780	2	2	1	5	0	24
1	391885	392307	2	2	1	1	0	3
1	392426	411191	2	2	1	2	0	19
1	419122	420172	1	1	1	7	0	18
1	420302	420972	1	1	1	2	0	19
1	421069	421747	1	1	1	6	0	24
1	421853	422013	1	1	1	3	0	22
1	422139	422574	1	1	1	8	0	22
1	422739	423087	1	1	1	2	0	25
1	423243	425075	1	1	1	1	0	15
1	425153	425655	1	1	1	2	0	17
1	425784	426638	1	1	1	5	0	22
1	427117	428134	1	1	1	3	1	8
1	428307	428811	1	1	1	4	0	14
1	428970	429537	1	1	1	1	0	12
1	429615	430359	1	1	1	3	0	25
1	430467	430902	1	1	1	5	0	20
1	431058	431406	1	1	1	3	0	18
1	431524	431718	1	1	1	2	0	13
1	431820	432255	1	1	1	8	0	23
1	432353	433128	1	1	1	7	0	24
1	433837	435142	1	1	1	7	0	16
1	435222	438676	1	1	1	1	0	22
1	439605	440096	1	1	1	5	0	24
1	440194	440598	1	1	1	5	0	24
1	440730	441239	1	1	1	5	0	14
1	441448	441723	1	1	1	3	0	25
1	441844	442053	1	1	1	1	0	17
1	467843	468448	2	2	1	0	1	9
1	474686	475967	2	2	1	1	0	19
1	476053	476926	2	6	1	2	0	17
1	477128	477811	2	2	1	1	0	21
1	484274	484367	2	2	1	1	0	14
1	484594	486291	2	2	1	2	0	24
1	486858	487095	2	2	1	1	0	12
1	487280	488323	2	2	1	1	0	12
1	488468	489095	2	2	1	3	0	22
1	489151	489249	2	2	1	2	0	22
1	489352	489738	2	2	1	3	0	12
1	489855	492071	2	2	1	3	0	25
1	496347	496698	1	1	1	5	0	24
1	497133	499139	1	1	1	5	0	18
1	499340	501293	1	1	1	3	0	13
1	501423	501910	1	1	1	1	0	15
1	502128	503867	1	1	1	5	0	21
1	509495	509675	2	2	1	5	1	16
1	510009	511500	2	2	1	3	0	24
1	511780	511916	2	2	1	1	0	3
1	514220	515498	1	1	1	1	0	21
1	515651	517499	1	1	1	4	0	19
1	524879	525887	1	1	1	4	1	16
1	525960	527175	1	1	1	8	0	23
1	527325	528432	1	1	1	15	0	24
1	528727	530300	1	1	1	8	0	24
1	537329	540231	1	1	1	2	0	13
1	540326	541016	1	1	1	3	0	21
1	541086	543728	1	1	1	3	0	10
1	543859	544318	1	1	1	4	0	24
1	544439	546138	1	1	1	2	0	25
1	546217	549344	1	1	1	2	0	23
1	569332	580932	2	2	0	0	1	19
1	580846	582243	1	1	1	1	0	18
1	582454	586079	1	1	1	1	0	17
1	586220	586759	1	1	1	7	0	23
1	586860	587171	1	1	1	4	0	23
1	587240	588236	1	1	1	6	0	22
1	588350	588475	1	1	1	3	0	13
1	588542	589010	1	1	1	2	0	18
1	589165	590088	1	1	1	7	0	20
1	590137	591173	1	1	1	3	0	23
1	601786	601862	1	1	1	0	1	3
1	601980	602990	1	1	1	2	0	11
1	606167	606353	1	1	1	1	0	8
1	606388	608016	1	1	1	1	0	7
1	610785	611004	2	2	0	1	0	17
1	610785	611186	2	2	1	23	0	25
1	611312	613015	2	2	1	17	0	23
1	621476	621564	2	2	1	4	0	23
1	621712	622016	2	2	1	8	0	23
1	622100	624539	2	2	1	4	1	18
1	624594	625676	2	2	1	7	0	18
1	626679	628681	2	2	1	6	0	19
1	628841	629585	2	2	1	8	0	21
