1	8010193	8032211	2	2	0	1	0	12
13	16782938	16788647	2	2	0	0	1	14
13	30248909	30251844	1	1	0	0	1	25
16	15786985	15805512	1	1	0	1	0	13
18	43592129	43741200	2	2	0	0	3	20
22	32381155	32390802	1	1	0	0	1	23
3	4472945	4509558	2	2	0	0	1	14
3	18876770	18892655	2	2	0	0	1	21
4	55449537	55729890	2	2	0	3	1	13
4	55629828	55729071	1	1	0	0	4	14
4	55728725	55729533	1	3	0	0	1	13
4	55758423	55759226	2	4	0	0	1	12
4	55759066	55778235	1	1	0	0	1	18
4	55759066	55794432	1	1	0	0	1	18
4	55759131	55778289	1	1	0	0	1	19
4	55759131	55794486	1	1	0	0	1	19
4	55759187	55778474	2	2	0	0	2	24
4	55759187	55794671	2	2	0	0	2	24
4	55759187	55810231	2	2	0	0	2	24
4	55761748	55783073	1	1	0	0	2	24
4	55761748	55799269	1	1	0	0	2	24
4	55761748	55827401	1	1	0	0	2	24
4	55761873	55783198	1	1	0	0	2	19
4	55761873	55799394	1	1	0	0	2	19
4	55761873	55827526	1	1	0	0	2	19
4	55777684	55793879	1	1	0	0	1	22
4	55777684	55809439	1	1	0	0	1	22
4	55777705	55778513	2	4	0	0	1	13
4	55778350	55794432	1	1	0	0	1	18
4	55778350	55809992	1	1	0	0	1	18
4	55778474	55794671	2	2	0	0	2	24
4	55778474	55810231	2	2	0	0	2	24
4	55778605	55794677	1	1	0	0	1	19
4	55778605	55810237	1	1	0	0	1	19
4	55778611	55794709	1	1	0	0	1	14
4	55778611	55810269	1	1	0	0	1	14
4	55778784	55794979	2	4	0	0	1	24
4	55782972	55799168	1	1	0	0	4	25
4	55782972	55827300	1	1	0	0	4	25
4	55783046	55799245	1	1	0	0	2	22
4	55783046	55827377	1	1	0	0	2	22
4	55783073	55799269	1	1	0	0	2	24
4	55783073	55827401	1	1	0	0	2	24
4	55783198	55799394	1	1	0	0	2	19
4	55783198	55827526	1	1	0	0	2	19
4	55793536	55836574	2	2	0	0	1	18
4	55793539	55980613	2	2	0	0	3	14
4	55793881	55809439	1	1	0	0	1	22
4	55794547	55809992	1	1	0	0	1	18
4	55794671	55810231	2	2	0	0	2	24
4	55794802	55810237	1	1	0	0	1	19
4	55794808	55810269	1	1	0	0	1	14
4	55794981	55810539	2	4	0	0	1	24
4	55799168	55827300	1	1	0	0	4	25
4	55799242	55827377	1	1	0	0	2	22
4	55799269	55827401	1	1	0	0	2	24
4	55799394	55827526	1	1	0	0	2	19
4	55809096	55836574	2	2	0	0	1	18
4	55809099	55980613	2	2	0	0	3	14
4	68568399	68569207	1	3	0	0	1	13
4	68569407	68569421	2	4	1	0	1	6
4	68569443	68569505	2	4	1	1	10	3
4	77550025	77561574	1	3	0	0	1	24
4	77550086	77557608	1	1	0	1	0	20
4	77550327	77561753	2	2	0	0	1	19
4	77550333	77561884	1	1	0	0	2	24
4	77550340	77551511	2	2	0	0	5	13
4	77550340	77563062	2	2	0	0	5	13
4	77550517	77561941	2	2	0	0	1	19
4	77550571	77562007	2	2	0	0	1	18
4	77551126	77562675	2	2	0	0	1	22
4	77551442	77562993	1	1	0	0	1	22
4	77551505	77563056	1	1	0	0	1	19
4	77551588	77562938	1	1	0	1	0	15
4	77561891	77563062	2	2	0	0	5	13
4	77928644	77931267	1	1	1	0	1	6
5	661077	815099	2	2	0	0	3	12
5	661077	826752	2	2	0	0	3	12
5	815016	826669	1	1	0	0	1	13
5	815069	826722	1	1	0	0	1	19
5	821058	832705	2	2	0	0	2	19
5	821183	832830	2	2	0	0	2	24
5	821207	832857	2	2	0	0	2	22
5	821226	832708	1	1	0	2	0	15
5	821226	832715	1	1	0	2	0	12
5	821238	832708	1	1	0	1	0	17
5	821267	832914	2	2	0	0	77	24
5	821284	832931	2	2	0	0	4	25
5	825078	836725	1	1	0	0	1	17
5	825104	836749	1	3	0	0	3	23
5	825111	836758	2	2	0	0	9	15
5	825558	826356	1	3	0	0	2	13
5	825604	826728	2	2	0	0	5	13
5	53178661	53312750	1	1	0	1514	1	13
5	66994013	67011166	1	1	0	0	1	21
7	3154	4278	1	1	0	0	5	13
7	3213	10470	2	2	0	0	1	13
7	3526	4324	2	4	0	0	2	13
7	8929	305191	2	2	0	9	21	14
MT	2433	12723	1	1	0	1	0	17
KN150411.1	5743	15048	2	2	0	0	2	24
KN150411.1	11200	11997	1	3	0	0	2	13
KN150411.1	11239	17606	1	1	0	0	2	24
KN150411.1	11246	12369	2	2	0	0	5	13
KN149861.1	8313	9465	2	2	0	0	5	13
